JobTitle,Industry,Salary,Risk,Location,Year,SourceDataset
Senior IOS Developer,,684000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer - Intern,,180000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,180000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,144000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer - Intern,,1140000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,156000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,360000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,228000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,144000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,324000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,240000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,168000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,456000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer - Intern,,72000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,216000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,144000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,180000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,168000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,456000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,180000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,180000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,1140000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,588000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,348000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer Contractor,,252000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,648000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,1700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer - Intern,,288000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,1600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,324000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,240000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,312000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,192000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,60000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,468000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,144000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,408000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,588000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,288000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,276000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,372000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer - Intern,,60000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,744000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,444000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,211200.0,,New Delhi,,Software_Professional_Salaries.csv
Middle IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Middle IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Middle IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Middle IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Middle IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Middle IOS Developer,,468000.0,,New Delhi,,Software_Professional_Salaries.csv
Middle IOS Developer,,396000.0,,New Delhi,,Software_Professional_Salaries.csv
Middle IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Middle IOS Developer,,396000.0,,New Delhi,,Software_Professional_Salaries.csv
Middle IOS Developer,,336000.0,,New Delhi,,Software_Professional_Salaries.csv
Middle IOS Developer,,360000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,1500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,3200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,576000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,168000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer - Contractor,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,36000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,1600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,468000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,456000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,240000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer Contractor,,36000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Lead IOS Developer,,2300000.0,,New Delhi,,Software_Professional_Salaries.csv
Lead IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Lead IOS Developer,,696000.0,,New Delhi,,Software_Professional_Salaries.csv
Lead IOS Developer,,264000.0,,New Delhi,,Software_Professional_Salaries.csv
Lead IOS Developer,,1800000.0,,New Delhi,,Software_Professional_Salaries.csv
Lead IOS Developer,,708000.0,,New Delhi,,Software_Professional_Salaries.csv
Lead IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Lead IOS Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,1900000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer - Contractor,,1600000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer - Contractor,,2000000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,1500000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,516000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,564000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,348000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,660000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,444000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,516000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios App Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios App Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios App Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios App Developer,,516000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios App Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios App Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios App Developer - Intern,,24000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios App Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios App Developer,,204000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Engineer,,2400000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Engineer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Engineer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Engineer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Engineer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Engineer,,2400000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios Mobile Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,1400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development Contractor,,528000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development - Intern,,372000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,588000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,1700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,180000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios - Intern,,264000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios - Intern,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
Jr. iOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Jr. iOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr. iOS Developer,,588000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr. iOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer Trainee,,120000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior Software Engineer (IOS),,2400000.0,,New Delhi,,Software_Professional_Salaries.csv
Associate IOS Developer,,216000.0,,New Delhi,,Software_Professional_Salaries.csv
Lead IOS Engineer,,2400000.0,,New Delhi,,Software_Professional_Salaries.csv
Lead IOS Engineer,,2100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS App Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS App Developer,,996000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS App Developer,,504000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Team Lead,,744000.0,,New Delhi,,Software_Professional_Salaries.csv
